"Group","Plugin","Plugin Name","Family","Severity","IP Address","Protocol","Port","MAC Address","DNS Name","NetBIOS Name","Plugin Text","First Discovered","Last Observed","Vuln Publication Date","Patch Publication Date","Plugin Publication Date"
"","130011","Oracle Java SE 1.7.0_241 / 1.8.0_231 / 1.11.0_5 / 1.13.0_1 Multiple Vulnerabilities (Oct 2019 CPU) (Windows)","Windows","High","EXAMPLE","TCP","445","","","SERVERHOSTEX025","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","Oct 15, 2019 12:00:00 EDT","Oct 15, 2019 12:00:00 EDT","Oct 17, 2019 12:00:00 EDT"
"ACTIVE DIRECTORY","131190","Google Chrome < 78.0.3904.108 Multiple Vulnerabilities","Windows","Medium","EXAMPLE","TCP","445","","","SERVERHOSTEX008","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","Nov 18, 2019 12:00:00 EST","Nov 18, 2019 12:00:00 EST","Nov 22, 2019 12:00:00 EST"
"ACTIVE DIRECTORY","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX008","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"ACTIVE DIRECTORY","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX008","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"ACTIVE DIRECTORY","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX008","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"ACTIVE DIRECTORY","127910","Microsoft Defender Elevation of Privilege Vulnerability (CVE-2019-1161)","Windows","Medium","EXAMPLE","TCP","0","","","SERVERHOSTEX008","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","Aug 13, 2019 12:00:00 EDT","Aug 13, 2019 12:00:00 EDT","Aug 16, 2019 12:00:00 EDT"
"ACTIVE DIRECTORY","130011","Oracle Java SE 1.7.0_241 / 1.8.0_231 / 1.11.0_5 / 1.13.0_1 Multiple Vulnerabilities (Oct 2019 CPU) (Windows)","Windows","High","EXAMPLE","TCP","445","","","SERVERHOSTEX008","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","Oct 15, 2019 12:00:00 EDT","Oct 15, 2019 12:00:00 EDT","Oct 17, 2019 12:00:00 EDT"
"ACTIVE DIRECTORY","130901","KB4523205: Windows 10 Version 1809 and Windows Server 2019 November 2019 Security Update","Windows : Microsoft Bulletins","High","EXAMPLE","TCP","445","","","SERVERHOSTEX008","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","Nov 12, 2019 12:00:00 EST","Nov 12, 2019 12:00:00 EST","Nov 12, 2019 12:00:00 EST"
"ACTIVE DIRECTORY","131190","Google Chrome < 78.0.3904.108 Multiple Vulnerabilities","Windows","Medium","EXAMPLE","TCP","445","","","SERVERHOSTEX008","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","Nov 18, 2019 12:00:00 EST","Nov 18, 2019 12:00:00 EST","Nov 22, 2019 12:00:00 EST"
"ACTIVE DIRECTORY","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX008","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"ACTIVE DIRECTORY","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX008","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"ACTIVE DIRECTORY","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX008","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"ACTIVE DIRECTORY","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX008","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"ACTIVE DIRECTORY","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX008","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"ACTIVE DIRECTORY","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX008","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"ACTIVE DIRECTORY","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX008","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"ACTIVE DIRECTORY","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX008","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"ACTIVE DIRECTORY","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX008","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"ACTIVE DIRECTORY","127910","Microsoft Defender Elevation of Privilege Vulnerability (CVE-2019-1161)","Windows","Medium","EXAMPLE","TCP","0","","","SERVERHOSTEX008","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","Aug 13, 2019 12:00:00 EDT","Aug 13, 2019 12:00:00 EDT","Aug 16, 2019 12:00:00 EDT"
"ACTIVE DIRECTORY","131190","Google Chrome < 78.0.3904.108 Multiple Vulnerabilities","Windows","Medium","EXAMPLE","TCP","445","","","SERVERHOSTEX008","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","Nov 18, 2019 12:00:00 EST","Nov 18, 2019 12:00:00 EST","Nov 22, 2019 12:00:00 EST"
"ACTIVE DIRECTORY","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX008","N/A","Oct 24, 2019 14:18:48 EDT","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"ACTIVE DIRECTORY","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX008","N/A","Oct 24, 2019 14:18:48 EDT","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SPECTRUM","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX010","N/A","Oct 24, 2019 14:18:48 EDT","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SPECTRUM","35291","SSL Certificate Signed Using Weak Hashing Algorithm","General","Medium","EXAMPLE","TCP","443","","","SERVERHOSTEX010","N/A","Sep 24, 2019 07:02:31 EDT","Dec 9, 2019 17:13:04 EST","Aug 18, 2004 12:00:00 EDT","N/A","Jan 5, 2009 12:00:00 EST"
"SPECTRUM","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","443","","","SERVERHOSTEX010","N/A","Sep 24, 2019 07:02:31 EDT","Dec 9, 2019 17:13:04 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SPECTRUM","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","443","","","SERVERHOSTEX010","N/A","Sep 24, 2019 07:02:31 EDT","Dec 9, 2019 17:13:04 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SPECTRUM","70658","SSH Server CBC Mode Ciphers Enabled","Misc.","Low","EXAMPLE","TCP","22","","","SERVERHOSTEX010","N/A","Sep 24, 2019 07:02:31 EDT","Dec 9, 2019 17:13:04 EST","Nov 24, 2008 12:00:00 EST","N/A","Oct 28, 2013 12:00:00 EDT"
"SPECTRUM","71049","SSH Weak MAC Algorithms Enabled","Misc.","Low","EXAMPLE","TCP","22","","","SERVERHOSTEX010","N/A","Sep 24, 2019 07:02:31 EDT","Dec 9, 2019 17:13:04 EST","N/A","N/A","Nov 22, 2013 12:00:00 EST"
"SPECTRUM","42263","Unencrypted Telnet Server","Misc.","Medium","EXAMPLE","TCP","9131","","","SERVERHOSTEX010","N/A","Dec 9, 2019 17:13:04 EST","Dec 9, 2019 17:13:04 EST","N/A","N/A","Oct 27, 2009 12:00:00 EDT"
"SPECTRUM","71049","SSH Weak MAC Algorithms Enabled","Misc.","Low","EXAMPLE","TCP","22","","","SERVERHOSTEX010","N/A","Dec 9, 2019 17:13:04 EST","Dec 9, 2019 17:13:04 EST","N/A","N/A","Nov 22, 2013 12:00:00 EST"
"SPECTRUM","97861","Network Time Protocol (NTP) Mode 6 Scanner","Misc.","Medium","EXAMPLE","UDP","123","","","SERVERHOSTEX010","N/A","Dec 9, 2019 17:13:04 EST","Dec 9, 2019 17:13:04 EST","N/A","N/A","Mar 21, 2017 12:00:00 EDT"
